3 6
ibpB b3686
ibpA b3687
yidQ b3688
yidR b3689
cbrA b3690
dgoT b3691
dgoD b4478
dgoA b4477
dgoK b3693
dgoR b4479
yidX b3696
yidA b3697
yidB b3698
gyrB b3699
recF b3700
dnaN b3701
dnaA b3702
rpmH b3703
rnpA b3704
yidD b4557
yidC b3705
trmE b3706
tnaC b3707
tnaA b3708
tnaB b3709
tnaB b3709
tnaB b3709
mdtL b3710
yidZ b3711
yieE b3712
yieF b3713
yieG b3714
yieH b3715
yieI b3716
cbrC b3717
yieK b3718
yieL b3719
bglH b3720
bglB b3721
bglF b3722
bglG b3723
phoU b3724
pstB b3725
pstA b3726
pstC b3727
pstS b3728
glmS b3729
glmU b3730
atpC b3731
atpD b3732
atpG b3733
atpA b3734
atpH b3735
atpF b3736
atpE b3737
atpB b3738
atpI b3739
gidB b3740
gidA b3741
oriC b4489
mioC b3742
asnC b3743
asnA b3744
yieM b3745
yieN b3746
trkD b3747
rbsD b3748
rbsA b3749
rbsC b3750
rbsB b3751
rbsK b3752
rbsR b3753
hsrA b3754
yieP b3755
rrsC b3756
gltU b3757
rrlC b3758
rrfC b3759
aspT b3760
trpT b3761
hdfR b4480
yifE b3764
yifB b3765
ilvL b3766
ilvG b4488
ilvG b3768
ilvG b3767
ilvM b3769
ilvE b3770
ilvD b3771
ilvA b3772
ilvY b3773
ilvC b3774
ppiC b3775
yifO b3776
yifN b3777
rep b3778
gpp b3779
rhlB b3780
trxA b3781
rhoL b3782
rho b3783
rfe b3784
wzzE b3785
rffE b3786
rffD b3787
rffG b3788
rffH b3789
rffC b3790
rffA b3791
wzxE b3792
rffT b4481
wzyE b3793
rffM b3794
yifK b3795
argX b3796
hisR b3797
leuT b3798
proM b3799
aslB b3800
aslA b3801
ryiA b4456
hemY b3802
hemX b3803
hemD b3804
hemC b3805
cyaA b3806
cyaY b3807
yzcX b3808
yifL b4558
dapF b3809
yigA b3810
xerC b3811
yigB b3812
uvrD b3813
yigE b4482
corA b3816
yigF b3817
yigG b3818
rarD b3819
yigI b3820
pldA b3821
recQ b3822
rhtC b3823
rhtB b3824
pldB b3825
yigL b3826
yigM b3827
metR b3828
metE b3829
ysgA b3830
udp b3831
rmuC b3832
ubiE b3833
yigP b3834
ubiB b3835
tatA b3836
tatB b3838
tatC b3839
tatD b4483
rfaH b3842
ubiD b3843
fre b3844
fadA b3845
fadB b3846
pepQ b3847
yigZ b3848
trkH b3849
hemG b3850
rrsA b3851
ileT b3852
alaT b3853
rrlA b3854
rrfA b3855
mobB b3856
mobA b3857
yihD b3858
yihE b3859
dsbA b3860
yihF b3861
yihG b3862
polA b3863
spf b3864
yihA b3865
csrC b4457
yihI b3866
hemN b3867
glnG b3868
glnL b3869
glnA b3870
bipA b3871
yihL b3872
yihM b3873
yihN b3874
ompL b3875
yihO b3876
yihP b3877
yihQ b3878
yihR b3879
yihS b3880
yihT b3881
yihU b3882
yihV b3883
yihW b3884
yihX b3885
rbn b3886
dtd b3887
yiiD b3888
yiiE b3889
yiiF b3890
fdhE b3891
fdoI b3892
fdoH b3893
fdoG b3894
fdhD b3895
yiiG b3896
frvR b3897
frvX b3898
frvB b3899
frvA b3900
yiiL b3901
rhaD b3902
rhaA b3903
rhaB b3904
rhaS b3905
rhaR b3906
rhaT b3907
sodA b3908
kdgT b3909
yiiM b3910
cpxA b3911
cpxR b3912
cpxP b4484
fieF b3915
pfkA b3916
sbp b3917
cdh b3918
tpiA b3919
yiiQ b3920
yiiR b3921
yiiS b3922
yiiT b3923
fpr b3924
glpX b3925
glpK b3926
glpF b3927
yiiU b3928
rraA b3929
menA b3930
hslU b3931
hslV b3932
ftsN b3933
cytR b3934
priA b3935
rpmE b3936
yiiX b3937
metJ b3938
metB b3939
metL b3940
metF b3941
katG b3942
yijE b3943
yijF b3944
gldA b3945
fsaB b3946
ptsA b3947
frwC b3949
frwB b3950
pflD b3951
pflC b3952
frwD b3953
yijO b3954
yijP b3955
ppc b3956
argE b3957
argC b3958
argB b3959
argH b3960
oxyS b4458
oxyR b3961
sthA b3962
fabR b3963
yijD b3964
trmA b3965
btuB b3966
murI b3967
rrsB b3968
gltT b3969
rrlB b3970
rrfB b3971
murB b3972
birA b3973
coaA b3974
thrU b3976
tyrU b3977
glyT b3978
thrT b3979
tufB b3980
secE b3981
nusG b3982
rplK b3983
rplA b3984
rplJ b3985
rplL b3986
rpoB b3987
rpoC b3988
htrC b3989
thiH b3990
thiG b3991
thiS b4407
thiF b3992
thiE b3993
thiC b3994
rsd b3995
nudC b3996
hemE b3997
nfi b3998
yjaG b3999
hupA b4000
yjaH b4001
zraP b4002
zraS b4003
zraR b4004
purD b4005
purH b4006
rrsE b4007
gltV b4008
rrlE b4009
rrfE b4010
yjaA b4011
yjaB b4012
metA b4013
aceB b4014
aceA b4015
aceK b4016
arpA b4017
iclR b4018
metH b4019
yjbB b4020
pepE b4021
yjbC b4022
yjbD b4023
lysC b4024
pgi b4025
yjbE b4026
yjbF b4027
yjbG b4028
yjbH b4029
yjbA b4030
xylE b4031
malG b4032
malF b4033
malE b4034
malK b4035
lamB b4036
malM b4037
yjbI b4038
ubiC b4039
ubiA b4040
plsB b4041
dgkA b4042
lexA b4043
dinF b4044
yjbJ b4045
zur b4046
yjbL b4047
yjbM b4048
yjbN b4049
yjbO b4050
qor b4051
dnaB b4052
alr b4053
tyrB b4054
aphA b4055
yjbQ b4056
yjbR b4057
uvrA b4058
ssb b4059
yjcB b4060
yjcC b4061
soxS b4062
soxR b4063
ryjA b4459
yjcD b4064
yjcE b4065
yjcF b4066
actP b4067
yjcH b4068
acs b4069
nrfA b4070
nrfB b4071
nrfC b4072
nrfD b4073
nrfE b4074
nrfF b4075
nrfG b4076
gltP b4077
yjcO b4078
fdhF b4079
yjcP b4080
yjcQ b4081
yjcR b4082
yjcS b4083
alsK b4084
alsE b4085
alsC b4086
alsA b4087
alsB b4088
rpiR b4089
rpiB b4090
yjdP b4487
phnP b4092
phnO b4093
phnN b4094
phnM b4095
phnL b4096
phnK b4097
phnJ b4098
phnI b4099
phnH b4100
phnG b4101
phnF b4102
phnE b4103
phnE b4104
phnD b4105
phnC b4106
phnB b4107
phnA b4108
yjdA b4109
yjcZ b4110
proP b4111
basS b4112
basR b4113
eptA b4114
adiC b4115
adiY b4116
adiA b4117
melR b4118
melA b4119
melB b4120
yjdF b4121
fumB b4122
dcuB b4123
dcuR b4124
dcuS b4125
yjdI b4126
yjdJ b4127
yjdK b4128
yjdO b4559
lysU b4129
yjdL b4130
cadA b4131
cadB b4132
cadC b4133
pheU b4134
yjdC b4135
dipZ b4136
cutA b4137
dcuA b4138
aspA b4139
fxsA b4140
yjeH b4141
groS b4142
groL b4143
yjeI b4144
yjeJ b4145
yjeK b4146
efp b4147
ecnA b4410
ecnB b4411
sugE b4148
blc b4149
ampC b4150
frdD b4151
frdC b4152
frdB b4153
frdA b4154
poxA b4155
yjeM b4156
yjeN b4157
yjeO b4158
yjeP b4159
psd b4160
rsgA b4161
orn b4162
glyV b4163
glyX b4164
glyY b4165
yjeS b4166
yjeF b4167
yjeE b4168
amiB b4169
mutL b4170
miaA b4171
hfq b4172
hflX b4173
hflK b4174
hflC b4175
yjeT b4176
purA b4177
yjeB b4178
rnr b4179
rlmB b4180
yjfI b4181
yjfJ b4182
yjfK b4183
yjfL b4184
yjfM b4185
yjfC b4186
aidB b4187
yjfN b4188
yjfO b4189
yjfP b4190
ulaR b4191
ulaG b4192
ulaA b4193
ulaB b4194
ulaC b4195
ulaD b4196
ulaE b4197
ulaF b4198
yjfY b4199
rpsF b4200
priB b4201
rpsR b4202
rplI b4203
yjfZ b4204
ytfA b4205
ytfB b4206
fklB b4207
cycA b4208
ytfE b4209
ytfF b4210
ytfG b4211
ytfH b4212
cpdB b4213
cysQ b4214
ytfI b4215
ytfJ b4216
ytfK b4217
ytfL b4218
msrA b4219
ytfM b4220
ytfN b4221
ytfP b4222
yzfA b4223
chpS b4224
chpB b4225
ppa b4226
ytfQ b4227
ytfR b4485
ytfT b4230
yjfF b4231
fbp b4232
mpl b4233
yjgA b4234
pmbA b4235
cybC b4236
nrdG b4237
nrdD b4238
treC b4239
treB b4240
treR b4241
mgtA b4242
yjgF b4243
pyrI b4244
pyrB b4245
pyrL b4246
yjgH b4248
yjgI b4249
yjgJ b4251
yjgK b4252
yjgL b4253
argI b4254
yjgD b4255
yjgM b4256
yjgN b4257
valS b4258
holC b4259
pepA b4260
yjgP b4261
yjgQ b4262
yjgR b4263
idnR b4264
idnT b4265
idnO b4266
idnD b4267
idnK b4268
yjgB b4269
leuX b4270
intB b4271
yjgW b4274
yjgX b4575
yjgX b4560
yjgX b4276
yjgX b4275
yjgZ b4277
insG b4278
yjhB b4279
yjhC b4280
yjhD b4281
yjhE b4282
insM b4561
insO b4285
yjhW b4562
yjhV b4286
fecE b4287
fecD b4288
fecC b4289
fecB b4290
fecA b4291
fecR b4292
fecI b4293
yjhU b4295
yjhF b4296
yjhG b4297
yjhH b4298
yjhI b4299
sgcR b4300
sgcE b4301
sgcA b4302
sgcQ b4303
sgcC b4304
sgcB b4565
sgcX b4305
yjhP b4306
yjhQ b4307
yjhX b4566
yjhR b4308
yjhS b4309
yjhT b4310
yjhA b4311
fimB b4312
fimE b4313
fimA b4314
fimI b4315
fimC b4316
fimD b4317
fimF b4318
fimG b4319
fimH b4320
gntP b4321
uxuA b4322
uxuB b4323
uxuR b4324
yjiC b4325
yjiD b4326
yjiE b4327
iadA b4328
yjiG b4329
yjiH b4330
kptA b4331
yjiJ b4332
yjiK b4333
yjiL b4334
yjiM b4335
yjiN b4336
yjiO b4337
yjiP b4338
yjiQ b4339
yjiR b4340
yjiS b4341
yjiT b4342
yjiV b4486
mcrC b4345
mcrB b4346
yjiW b4347
hsdS b4348
hsdM b4349
hsdR b4350
mrr b4351
yjiA b4352
yjiX b4353
yjiY b4354
tsr b4355
yjiZ b4356
yjjM b4357
yjjN b4358
mdoB b4359
yjjA b4360
dnaC b4361
dnaT b4362
yjjB b4363
yjjP b4364
yjjQ b4365
bglJ b4366
fhuF b4367
yjjZ b4567
leuV b4368
leuP b4369
leuQ b4370
rsmC b4371
holD b4372
rimI b4373
yjjG b4374
prfC b4375
osmY b4376
ytjA b4568
yjjU b4377
yjjV b4378
yjjW b4379
yjjI b4380
deoC b4381
deoA b4382
deoB b4383
deoD b4384
yjjJ b4385
lplA b4386
ytjB b4387
serB b4388
radA b4389
nadR b4390
yjjK b4391
slt b4392
trpR b4393
yjjX b4394
ytjC b4395
rob b4396
creA b4397
creB b4398
creC b4399
creD b4400
arcA b4401
yjjY b4402
yjtD b4403
