2 3 4 5
ECK1568 dicF dicF b1574
ECK1569 dicB dicB ftsT
ECK1570 ydfD ydfD b1576
ECK1571 ydfE ydfE b1577
ECK1572 insD insD b1578
ECK1573 intQ intQ b1579
ECK1574 ynfP ynfP b4534
ECK1575 rspB rspB b1580
ECK1576 rspA rspA b1581
ECK1577 ynfA ynfA b1582
ECK1578 ynfB ynfB b1583
ECK1579 speG speG b1584
ECK1580 ynfC ynfC b1585
ECK1581 ynfD ynfD b1586
ECK1582 ynfE ynfE b1587
ECK1583 ynfF ynfF b1588
ECK1584 ynfG ynfG b1589
ECK1585 ynfH ynfH b1590
ECK1586 dmsD dmsD ynfI
ECK1587 clcB clcB mriT
ECK1588 ynfK ynfK b1593
ECK1589 dgsA dgsA mlc
ECK1590 ynfL ynfL b1595
ECK1591 ynfM ynfM yzyC
ECK1592 asr asr b1597
ECK1593 ydgD ydgD b1598
ECK1594 mdtI mdtI mtdI
ECK1595 mdtJ mdtJ ydgF
ECK1596 ydgG ydgG b1601
ECK1597 pntB pntB b1602
ECK1598 pntA pntA b1603
ECK1599 ydgH ydgH b1604
ECK1600 ydgI ydgI arcD
ECK1601 folM folM ydgB
ECK1602 ydgC ydgC b1607
ECK1603 rstA rstA urpT
ECK1604 rstB rstB uspT
ECK1605 tus tus tau
ECK1606 fumC fumC b1611
ECK1607 fumA fumA b1612
ECK1608 manA manA pmi
ECK1609 ydgA ydgA b1614
ECK1610 uidC uidC gusC
ECK1611 uidB uidB gusB
ECK1612 uidA uidA gurA
ECK1613 uidR uidR gusR
ECK1614 hdhA hdhA hsdH
ECK1615 malI malI b1620
ECK1616 malX malX b1621
ECK1617 malY malY b1622
ECK1618 add add b1623
ECK1619 ydgJ ydgJ b1624
ECK1620 blr blr b4409
ECK1621 ydgT ydgT b1625
ECK1622 ydgK ydgK b1626
ECK1623 rsxA rsxA ydgL
ECK1624 rsxB rsxB ydgM
ECK1625 rsxC rsxC ydgN
ECK1626 rsxD rsxD ydgO
ECK1627 rsxG rsxG ydgP
ECK1628 rsxE rsxE ydgQ
ECK1629 nth nth b1633
ECK1630 ydgR ydgR tppB
ECK1631 gst gst b1635
ECK1632 pdxY pdxY f287
ECK1633 tyrS tyrS b1637
ECK1634 pdxH pdxH b1638
ECK1635 ydhA ydhA b1639
ECK1636 ydhH ydhH b1640
ECK1637 slyB slyB b1641
ECK1638 slyA slyA b1642
ECK1639 ydhI ydhI b1643
ECK1640 ydhJ ydhJ b1644
ECK1641 ydhK ydhK b1645
ECK1642 sodC sodC b1646
ECK1643 ydhF ydhF b1647
ECK1644 ydhL ydhL b1648
ECK1645 ydhM ydhM b1649
ECK1646 nemA nemA ydhN
ECK1647 gloA gloA b1651
ECK1648 rnt rnt b1652
ECK1649 lhr lhr rhlF
ECK1650 ydhD ydhD b1654
ECK1651 ydhO ydhO b1655
ECK1652 sodB sodB b1656
ECK1653 ydhP ydhP b1657
ECK1654 purR purR b1658
ECK1655 ydhB ydhB b1659
ECK1656 ydhC ydhC b1660
ECK1657 cfa cfa cdfA
ECK1658 ribC ribC ribE
ECK1659 mdtK mdtK ydhE
ECK1660 ydhQ ydhQ b1664
ECK1661 valV valV b1665
ECK1662 valW valW b1666
ECK1663 ydhR ydhR b1667
ECK1664 ydhS ydhS b1668
ECK1665 ydhT ydhT b1669
ECK1666 ydhU ydhU phsC
ECK1667 ydhX ydhX b1671
ECK1668 ydhW ydhW b1672
ECK1669 ydhV ydhV b1673
ECK1670 ydhY ydhY b1674
ECK1671 ydhZ ydhZ b1675
ECK1672 pykF pykF b1676
ECK1673 lpp lpp mlpA
ECK1674 ynhG ynhG b1678
ECK1675 sufE sufE ynhA
ECK1676 sufS sufS csdB
ECK1677 sufD sufD ynhC
ECK1678 sufC sufC ynhD
ECK1679 sufB sufB ynhE
ECK1680 sufA sufA ydiC
ECK1681 rydB rydB IS082
ECK1682 ydiH ydiH b1685
ECK1683 ydiI ydiI b1686
ECK1684 ydiJ ydiJ b1687
ECK1685 ydiK ydiK b1688
ECK1686 rprA rprA IS083
ECK1687 ydiL ydiL b1689
ECK1688 ydiM ydiM b1690
ECK1689 ydiN ydiN b1691
ECK1690 ydiB ydiB b1692
ECK1691 aroD aroD b1693
ECK1692 ydiF ydiF b1694
ECK1693 ydiO ydiO b1695
ECK1694 ydiP ydiP b1696
ECK1695 ydiQ ydiQ b1697
ECK1696 ydiR ydiR b1698
ECK1697 ydiS ydiS b1699
ECK1698 ydiT ydiT b1700
ECK1699 ydiD ydiD fadK
ECK1700 pps pps ppsA
ECK1701 ydiA ydiA b1703
ECK1702 aroH aroH b1704
ECK1703 ydiE ydiE b1705
ECK1704 ydiU ydiU b1706
ECK1705 ydiV ydiV b1707
ECK1706 nlpC nlpC b1708
ECK1707 btuD btuD b1709
ECK1708 btuE btuE b1710
ECK1709 btuC btuC b1711
ECK1710 ihfA ihfA hid
ECK1711 pheT pheT b1713
ECK1712 pheS pheS phe-act
ECK1713 pheM pheM phtL
ECK1714 rplT rplT pdzA
ECK1715 rpmI rpmI b1717
ECK1716 infC infC fit
ECK1717 thrS thrS b1719
arpB arpB b4494 1801118
ECK1718 arpB arpB_2 b1721
ECK1718 arpB arpB_1 ydiW
ECK1719 yniD yniD b4535
ECK1720 ydiY ydiY b1722
ECK1721 pfkB pfkB b1723
ECK1722 ydiZ ydiZ b1724
ECK1723 yniA yniA b1725
ECK1724 yniB yniB b1726
ECK1725 yniC yniC b1727
ECK1726 ydjM ydjM b1728
ECK1727 ydjN ydjN b1729
ECK1728 ydjO ydjO b1730
ECK1729 cedA cedA ydjP
ECK1730 katE katE b1732
ECK1731 chbG chbG ydjC
ECK1732 chbF chbF celF
ECK1733 chbR chbR celD
ECK1734 chbA chbA celC
ECK1735 chbC chbC celB
ECK1736 chbB chbB celA
ECK1737 osmE osmE anr
ECK1738 nadE nadE efg
ECK1739 ydjQ ydjQ cho
ECK1740 ydjR ydjR ves
ECK1741 spy spy b1743
ECK1742 astE astE ydjS
ECK1743 astB astB ydjT
ECK1744 astD astD ydjU
ECK1745 astA astA ydjV
ECK1746 astC astC argM
ECK1747 xthA xthA xth
ECK1748 ydjX ydjX b1750
ECK1749 ydjY ydjY b1751
ECK1750 ydjZ ydjZ b1752
ECK1751 ynjA ynjA b1753
ECK1752 ynjB ynjB b1754
ECK1753 ynjC ynjC b1755
ECK1754 ynjD ynjD b1756
ECK1755 ynjE ynjE b1757
ECK1756 ynjF ynjF b1758
ECK1757 nudG nudG ynjG
ECK1758 ynjH ynjH b1760
ECK1759 gdhA gdhA b1761
ECK1760 ynjI ynjI b1762
ECK1761 topB topB mutR
ECK1762 selD selD fdhB
ECK1763 ydjA ydjA b1765
ECK1764 sppA sppA b1766
ECK1765 ansA ansA b1767
ECK1766 pncA pncA nam
ECK1767 ydjE ydjE b1769
ECK1768 ydjF ydjF b1770
ECK1769 ydjG ydjG b1771
ECK1770 ydjH ydjH b1772
ECK1771 ydjI ydjI b1773
ECK1772 ydjJ ydjJ b1774
ECK1773 ydjK ydjK b1775
ECK1774 ydjL ydjL b1776
ECK1775 yeaC yeaC b1777
ECK1776 yeaA yeaA msrB
ECK1777 gapA gapA gad
ECK1778 yeaD yeaD up08
ECK1779 yeaE yeaE b1781
ECK1780 mipA mipA yeaF
ECK1781 yeaG yeaG b1783
ECK1782 yeaH yeaH b1784
ECK1783 yeaI yeaI b1785
ECK1784 yeaJ yeaJ b1786
ECK1785 yeaK yeaK b1787
ECK1786 yoaI yoaI b1788
ECK1787 yeaL yeaL b1789
ECK1788 yeaM yeaM b1790
ECK1789 yeaN yeaN b1791
ECK1790 yeaO yeaO b1792
ECK1791 yoaF yoaF b1793
ECK1792 yeaP yeaP b1794
ECK1793 yeaQ yeaQ b1795
ECK1794 yoaG yoaG b1796
ECK1795 yeaR yeaR b1797
ECK1796 yeaS yeaS b1798
ECK1797 yeaT yeaT b1799
ECK1798 yeaU yeaU ttuC
ECK1799 yeaV yeaV b1801
ECK1800 yeaW yeaW b1802
ECK1801 yeaX yeaX b1803
ECK1802 rnd rnd b1804
ECK1803 fadD fadD oldD
ECK1804 yeaY yeaY b1806
ECK1805 yeaZ yeaZ b1807
ECK1806 yoaA yoaA b1808
ECK1807 yoaB yoaB b1809
ECK1808 yoaC yoaC b1810
ECK1809 yoaH yoaH b1811
ECK1810 pabB pabB b1812
ECK1811 yeaB yeaB b1813
ECK1812 sdaA sdaA b1814
ECK1813 yoaD yoaD b1815
ECK1814 yoaE yoaE borG
ECK1815 manX manX gptB
ECK1816 manY manY pel
ECK1817 manZ manZ gptB
ECK1818 yobD yobD b1820
ECK1819 yebN yebN b1821
ECK1820 rrmA rrmA yebH
ECK1821 cspC cspC msmB
ECK1822 yobF yobF b1824
ECK1823 yebO yebO b1825
ECK1824 yobG yobG b1826
ECK1825 yobH yobH b4536
ECK1826 kdgR kdgR yebP
ECK1827 yebQ yebQ b1828
ECK1828 htpX htpX b1829
ECK1829 prc prc tsp
ECK1830 proQ proQ yebJ
ECK1831 yebR yebR b1832
ECK1832 yebS yebS b1833
ECK1833 yebT yebT b1834
ECK1834 yebU yebU b1835
ECK1835 yebV yebV b1836
ECK1836 yebW yebW b1837
ECK1837 pphA pphA prpA
ECK1838 ryeA ryeA IS091
ECK1839 ryeB ryeB tpke79
ECK1840 yebY yebY b1839
ECK1841 yebZ yebZ b1840
ECK1842 yobA yobA b1841
ECK1843 holE holE b1842
ECK1844 yobB yobB b1843
ECK1845 exoX exoX yobC
ECK1846 ptrB ptrB tlp
ECK1847 yebE yebE b1846
ECK1848 yebF yebF b1847
ECK1849 yebG yebG b1848
ECK1850 purT purT b1849
ECK1851 eda eda hga
ECK1852 edd edd b1851
ECK1853 zwf zwf b1852
ECK1854 yebK yebK hexR
ECK1855 pykA pykA b1854
ECK1856 lpxM lpxM mlt
ECK1857 yebA yebA b1856
ECK1858 znuA znuA yebL
ECK1859 znuC znuC yebM
ECK1860 znuB znuB yebI
ECK1861 ruvB ruvB b1860
ECK1862 ruvA ruvA b1861
ECK1863 yebB yebB b1862
ECK1864 ruvC ruvC b1863
ECK1865 yebC yebC b1864
ECK1866 nudB nudB ntpA
ECK1867 aspS aspS tls
ECK1868 yecD yecD b1867
ECK1869 yecE yecE b1868
ECK1870 yecN yecN b1869
ECK1871 yecO yecO b1870
ECK1872 yecP yecP b1871
ECK1873 torZ torZ bisZ
ECK1874 torY torY yecK
ECK1875 cutC cutC b1874
ECK1876 yecM yecM yecL
ECK1877 argS argS lov
ECK1878 yecT yecT b1877
ECK1879 flhE flhE b1878
ECK1880 flhA flhA flaH
ECK1881 flhB flhB flaG
ECK1882 cheZ cheZ b1881
ECK1883 cheY cheY b1882
ECK1884 cheB cheB b1883
ECK1885 cheR cheR cheX
ECK1886 tap tap b1885
ECK1887 tar tar cheM
ECK1888 cheW cheW b1887
ECK1889 cheA cheA b1888
ECK1890 motB motB flaJ
ECK1891 motA motA flaJ
ECK1892 flhC flhC flaI
ECK1893 flhD flhD flbB
ECK1894 yecG yecG uspC
ECK1895 otsA otsA pexA
ECK1896 otsB otsB otsP
ECK1897 araH araH b4460
ECK1898 araG araG b1900
ECK1899 araF araF b1901
ECK1900 yecI yecI ftnB
ECK1901 yecJ yecJ b4537
ECK1902 isrB IS092 b4434
ECK1903 yecR yecR b1904
ECK1904 ftn ftn gen-165
ECK1905 yecH yecH b1906
ECK1906 tyrP tyrP b1907
ECK1907 yecA yecA b1908
ECK1908 leuZ leuZ b1909
ECK1909 cysT cysT b1910
ECK1910 glyW glyW ins
ECK1911 pgsA pgsA b1912
ECK1912 uvrC uvrC b1913
ECK1913 uvrY uvrY yecB
ECK1914 yecF yecF b1915
ECK1915 sdiA sdiA uvrX
ECK1916 yecC yecC b1917
ECK1917 yecS yecS b1918
ECK1918 yedO yedO dcyD
ECK1919 fliY fliY yzzR
ECK1920 fliZ fliZ yedH
ECK1921 fliA fliA flaD
ECK1922 fliC fliC flaF
ECK1923 fliD fliD flbC
ECK1924 fliS fliS b1925
ECK1925 fliT fliT b1926
ECK1926 amyA amyA yedC
ECK1927 yedD yedD b1928
ECK1928 yedE yedE b1929
ECK1929 yedF yedF b1930
ECK1930 yedK yedK yedG
ECK1931 yedL yedL b1932
yedN yedN b4495 2009372
ECK1932 yedN yedN_1 b1934
ECK1932 yedN yedN_2 b1933
ECK1933 yedM yedM b1935
ECK1934 intG intG b1936
ECK1935 fliE fliE flaN
ECK1936 fliF fliF flaBI
ECK1937 fliG fliG flaBII
ECK1938 fliH fliH flaBIII
ECK1939 fliI fliI flaC
ECK1940 fliJ fliJ flaO
ECK1941 fliK fliK flaE
ECK1942 fliL fliL flaAI
ECK1943 fliM fliM cheC
ECK1944 fliN fliN motD
ECK1945 fliO fliO flbD
ECK1946 fliP fliP flaR
ECK1947 fliQ fliQ flaQ
ECK1948 fliR fliR flaP
ECK1949 rcsA rcsA cpsR
ECK1950 dsrB dsrB b1952
ECK1951 yodD yodD b1953
ECK1952 dsrA dsrA IS095
ECK1953 yedP yedP b1955
ECK1954 yedQ yedQ b1956
ECK1955 yodC yodC b1957
ECK1956 yedI yedI b1958
ECK1957 yedA yedA b1959
ECK1958 vsr vsr b1960
ECK1959 dcm dcm mec
ECK1960 yedJ yedJ b1962
ECK1961 yedR yedR b1963
yedS yedS b4496 2032045
ECK1962 yedS yedS_3 b1966
ECK1962 yedS yedS_2 b1965
ECK1962 yedS yedS_1 yedT
ECK1963 hchA hchA yedU
ECK1964 yedV yedV b1968
ECK1965 yedW yedW b1969
ECK1966 yedX yedX b1970
ECK1967 yedY yedY b1971
ECK1968 yedZ yedZ b1972
ECK1969 yodA yodA b1973
ECK1970 yodB yodB b1974
ECK1971 serU serU Su-1
ECK1972 yeeI yeeI b1976
ECK1973 asnT asnT b1977
ECK1974 yeeJ yeeJ b1978
yeeL yeeL b4497 2050300
ECK1975 yeeL yeeL_1 b1980
ECK1975 yeeL yeeL_2 yeeK
ECK1976 shiA shiA yeeM
ECK1977 amn amn b1982
ECK1978 yeeN yeeN b1983
ECK1979 asnW asnW b1984
ECK1980 yeeO yeeO b1985
ECK1981 asnU asnU b1986
ECK1982 cbl cbl b1987
ECK1983 nac nac b1988
ECK1984 asnV asnV b1989
ECK1985 erfK erfK yeeG
ECK1986 cobT cobT b1991
ECK1987 cobS cobS b1992
ECK1988 cobU cobU b1993
ECK1989 yoeA yoeA b1995
ECK1990 yoeE yoeE b1998
ECK1991 yeeP yeeP b1999
ECK1992 isrC IS102 b4435
ECK1993 flu flu agn43
ECK1994 yeeR yeeR b2001
ECK1995 yeeS yeeS b2002
ECK1996 yeeT yeeT b2003
ECK1997 yeeU yeeU b2004
ECK1998 yeeV yeeV b2005
ECK1999 yeeW yeeW b2006
ECK2000 yoeF yoeF b4538
ECK2001 yeeX yeeX b2007
ECK2002 yeeA yeeA b2008
ECK2003 sbmC sbmC gyrI
ECK2004 dacD dacD pbp
ECK2005 sbcB sbcB xonA
ECK2006 yeeD yeeD b2012
ECK2007 yeeE yeeE b2013
ECK2008 yeeF yeeF b2014
ECK2009 yeeY yeeY b2015
ECK2010 yeeZ yeeZ b2016
ECK2011 yoeB yoeB b4539
ECK2012 yefM yefM b2017
ECK2013 hisL hisL b2018
ECK2014 hisG hisG b2019
ECK2015 hisD hisD b2020
ECK2016 hisC hisC b2021
ECK2017 hisB hisB b2022
ECK2018 hisH hisH b2023
ECK2019 hisA hisA b2024
ECK2020 hisF hisF b2025
ECK2021 hisI hisI hisE
ECK2022 cld cld rol
ECK2023 ugd ugd UDG8
ECK2024 gnd gnd b2029
wbbL wbbL b4571 2099420
ECK2025 wbbL wbbL_2 b4540
ECK2025 wbbL wbbL_1 yefJ
ECK2026 wbbK wbbK yefI
ECK2027 wbbJ wbbJ yefH
ECK2028 wbbI wbbI yefG
ECK2029 wbbH wbbH rfc
ECK2030 glf glf yefE
ECK2031 rfbX rfbX wzxB
ECK2032 rfbC rfbC rfbD
ECK2033 rfbA rfbA som
ECK2034 rfbD rfbD rfbC
ECK2035 rfbB rfbB som
ECK2036 galF galF wcaN
ECK2037 wcaM wcaM yefK
ECK2038 wcaL wcaL yefL
ECK2039 wcaK wcaK b2045
ECK2040 wzxC wzxC wzx
ECK2041 wcaJ wcaJ b2047
ECK2042 cpsG cpsG manB
ECK2043 cpsB cpsB manC
ECK2044 wcaI wcaI yefD
ECK2045 nudD nudD gmm
ECK2046 fcl fcl yefB
ECK2047 gmd gmd yefA
ECK2048 wcaF wcaF b2054
ECK2049 wcaE wcaE b2055
ECK2050 wcaD wcaD b2056
ECK2051 wcaC wcaC b2057
ECK2052 wcaB wcaB b2058
ECK2053 wcaA wcaA b2059
ECK2054 wzc wzc b2060
ECK2055 wzb wzb b2061
ECK2056 wza wza b2062
ECK2057 yegH yegH b2063
ECK2058 asmA asmA yegA
ECK2059 dcd dcd paxA
ECK2060 udk udk b2066
ECK2061 yegE yegE b2067
ECK2062 alkA alkA aidA
ECK2063 yegD yegD b2069
ECK2064 yegI yegI b2070
ECK2065 yegJ yegJ b2071
ECK2066 yegK yegK b2072
ECK2067 yegL yegL b2073
ECK2068 ryeC ryeC tp11
ECK2069 ryeD ryeD tpe60
ECK2070 mdtA mdtA yegM
ECK2071 mdtB mdtB yegN
ECK2072 mdtC mdtC yegO
ECK2073 mdtD mdtD yegB
ECK2074 baeS baeS b2078
ECK2075 baeR baeR b2079
ECK2076 yegP yegP b2080
ECK2077 yegQ yegQ b2081
ECK2078 ryeE ryeE b4438
ECK2079 ogrK ogrK b2082
ECK2080 yegZ yegZ b2083
ECK2081 yegR yegR b2085
ECK2082 yegS yegS b2086
ECK2083 gatR gatR_2 b2090
ECK2083 gatR gatR_1 b2087
gatR gatR b4498 2167717
ECK2084 gatD gatD b2091
ECK2085 gatC gatC b2092
ECK2086 gatB gatB b2093
ECK2087 gatA gatA b2094
ECK2087 gatA gatA b2094
ECK2087 gatA gatA b2094
ECK2088 gatZ gatZ b2095
ECK2089 gatY gatY yegF
ECK2090 fbaB fbaB dhnA
ECK2091 yegT yegT b2098
ECK2092 yegU yegU b2099
ECK2093 yegV yegV b2100
ECK2094 yegW yegW b2101
ECK2095 yegX yegX b2102
ECK2096 thiD thiD thiA
ECK2097 thiM thiM b2104
ECK2098 yohL yohL b2105
ECK2099 yohM yohM b2106
ECK2100 yohN yohN b2107
ECK2101 yehA yehA b2108
ECK2102 yehB yehB b2109
ECK2103 yehC yehC b2110
ECK2104 yehD yehD b2111
ECK2105 yehE yehE b2112
ECK2106 mrp mrp apbC
ECK2107 metG metG b2114
molR molR b4499 2194496
ECK2108 molR molR_3 b2117
ECK2108 molR molR_2 b2116
ECK2108 molR molR_1 yehF
ECK2109 yehI yehI b2118
ECK2110 yehK yehK b4541
ECK2111 yehL yehL b2119
ECK2112 yehM yehM yehN
ECK2113 yehP yehP b2121
ECK2114 yehQ yehQ b2122
ECK2115 yehR yehR b2123
ECK2116 yehS yehS b2124
ECK2117 yehT yehT b2125
ECK2118 yehU yehU b2126
ECK2119 mlrA mlrA yehV
ECK2120 yohO yohO b4542
ECK2121 yehW yehW b2128
ECK2122 yehX yehX b2129
ECK2123 yehY yehY b2130
ECK2124 yehZ yehZ b2131
ECK2125 bglX bglX glh
ECK2126 dld dld ldh
ECK2127 pbpG pbpG yohB
ECK2128 yohC yohC b2135
ECK2129 yohD yohD b2136
ECK2130 yohF yohF yohE
ECK2131 yohG yohG yohH
ECK2132 yohH yohH b2139
ECK2133 dusC dusC yohI
ECK2134 yohJ yohJ b2141
ECK2135 yohK yohK b2142
ECK2136 cdd cdd b2143
ECK2137 sanA sanA yeiF
ECK2138 yeiS yeiS b2145
ECK2139 yeiT yeiT b2146
ECK2140 yeiA yeiA b2147
ECK2141 mglC mglC mglP
ECK2142 mglA mglA mglP
ECK2143 mglB mglB b2150
ECK2144 galS galS mglD
ECK2145 yeiB yeiB b2152
ECK2146 folE folE b2153
ECK2147 yeiG yeiG b2154
ECK2148 cirA cirA feuA
ECK2149 lysP lysP cadR
ECK2150 yeiE yeiE b2157
ECK2151 yeiH yeiH b2158
ECK2152 nfo nfo b2159
ECK2153 yeiI yeiI b2160
ECK2154 yeiJ yeiJ b2161
ECK2155 rihB rihB yeiK
ECK2156 yeiL yeiL b2163
ECK2157 yeiM yeiM b2164
ECK2158 yeiN yeiN b2165
ECK2159 yeiC yeiC b2166
ECK2160 fruA fruA ptsF
ECK2161 fruK fruK fpk
ECK2162 fruB fruB fruF
ECK2163 setB setB yeiO
ECK2164 yeiW yeiW b4502
ECK2165 yeiP yeiP b2171
ECK2166 yeiQ yeiQ b2172
ECK2167 yeiR yeiR b2173
ECK2168 yeiU yeiU b2174
ECK2169 spr spr yeiV
ECK2170 rtn rtn b2176
ECK2171 yejA yejA b2177
ECK2172 yejB yejB b2178
ECK2173 yejE yejE b2179
ECK2174 yejF yejF b2180
ECK2175 yejG yejG b2181
ECK2176 bcr bcr bicA
ECK2177 rsuA rsuA yejD
ECK2178 yejH yejH yejI
ECK2179 rplY rplY b2185
ECK2180 yejK yejK b2186
ECK2181 yejL yejL b2187
ECK2182 yejM yejM yejN
ECK2183 proL proL proW
ECK2184 yejO yejO b2190
ECK2185 narP narP b2193
ECK2186 ccmH ccmH yejP
ECK2187 ccmG ccmG dsbE
ECK2188 ccmF ccmF yejR
ECK2189 ccmE ccmE yejS
ECK2190 ccmD ccmD yojM
ECK2191 ccmC ccmC yejT
ECK2192 ccmB ccmB yejV
ECK2193 ccmA ccmA yejW
ECK2194 napC napC yejX
ECK2195 napB napB yejY
ECK2196 napH napH yejZ
ECK2197 napG napG yojA
ECK2198 napA napA yojC
ECK2199 napD napD yojF
ECK2200 napF napF yojG
ECK2201 eco eco eti
ECK2202 mqo mqo yojH
ECK2203 yojI yojI yojJ
ECK2204 alkB alkB aidD
ECK2205 ada ada b2213
ECK2206 yojL yojL apbE
ECK2207 ompC ompC meoA
ECK2208 micF micF stc
ECK2209 rcsD rcsD yojN
ECK2210 rcsB rcsB b2217
ECK2211 rcsC rcsC b2218
ECK2211 rcsC rcsC b2218
ECK2211 rcsC rcsC b2218
ECK2212 atoS atoS b2219
ECK2213 atoC atoC Az
ECK2214 atoD atoD b2221
ECK2215 atoA atoA b2222
ECK2216 atoE atoE b2223
ECK2217 atoB atoB b2224
ECK2218 yfaP yfaP b2225
ECK2219 yfaQ yfaQ b2226
yfaS yfaS b4500 2327820
ECK2220 yfaS yfaS_1 b2228
ECK2220 yfaS yfaS_2 yfaR
ECK2221 yfaT yfaT b2229
ECK2222 yfaA yfaA pufY
ECK2223 gyrA gyrA hisW
ECK2224 ubiG ubiG yfaB
ECK2225 yfaL yfaL yfaF
ECK2226 nrdA nrdA dnaF
ECK2227 nrdB nrdB ftsB
ECK2228 yfaE yfaE b2236
ECK2229 inaA inaA yfaG
ECK2230 yfaH yfaH b2238
ECK2231 glpQ glpQ b2239
ECK2232 glpT glpT b2240
ECK2233 glpA glpA b2241
ECK2234 glpB glpB psi-51
ECK2235 glpC glpC b2243
ECK2236 yfaD yfaD b2244
ECK2237 ypaA ypaA b4543
ECK2238 yfaU yfaU b2245
ECK2239 yfaV yfaV b2246
ECK2240 yfaW yfaW b2247
ECK2241 yfaX yfaX b2248
ECK2242 yfaY yfaY b2249
ECK2243 yfaZ yfaZ b2250
ECK2244 yfaO yfaO b2251
ECK2245 ais ais b2252
ECK2246 yfbE yfbE arnB
ECK2247 yfbF yfbF pmrF
ECK2248 yfbG yfbG arnA
ECK2249 yfbH yfbH b2256
ECK2250 arnT arnT yfbI
ECK2251 yfbW yfbW b4544
ECK2252 yfbJ yfbJ b2258
ECK2253 pmrD pmrD b2259
ECK2254 menE menE b2260
ECK2255 menC menC b2261
ECK2256 menB menB b2262
ECK2257 yfbB yfbB b2263
ECK2258 menD menD b2264
ECK2259 menF menF yfbA
ECK2260 elaB elaB yfbD
ECK2261 elaA elaA yfbC
ECK2262 elaC elaC ecoZ
ECK2263 elaD elaD b2269
ECK2264 yfbK yfbK b2270
ECK2265 yfbL yfbL b2271
ECK2266 yfbM yfbM b2272
ECK2267 yfbN yfbN b2273
ECK2268 yfbO yfbO b2274
ECK2269 yfbP yfbP b2275
ECK2270 nuoN nuoN b2276
ECK2271 nuoM nuoM nuoA
ECK2272 nuoL nuoL b2278
ECK2273 nuoK nuoK b2279
ECK2274 nuoJ nuoJ b2280
ECK2275 nuoI nuoI b2281
ECK2276 nuoH nuoH b2282
ECK2277 nuoG nuoG b2283
ECK2278 nuoF nuoF ygfQ
ECK2279 nuoE nuoE b2285
ECK2280 nuoC nuoC nuoCD
ECK2281 nuoB nuoB b2287
ECK2282 nuoA nuoA b2288
ECK2283 lrhA lrhA genR
ECK2284 yfbQ yfbQ b2290
ECK2285 yfbR yfbR b2291
ECK2286 yfbS yfbS b2292
ECK2287 yfbT yfbT b2293
ECK2288 yfbU yfbU b2294
ECK2289 yfbV yfbV b2295
ECK2290 ackA ackA b2296
ECK2291 pta pta b2297
ECK2292 yfcC yfcC b2298
ECK2293 yfcD yfcD b2299
ECK2294 yfcE yfcE b2300
ECK2295 yfcF yfcF b2301
ECK2296 yfcG yfcG b2302
ECK2297 folX folX b2303
ECK2298 yfcH yfcH b2304
ECK2299 yfcI yfcI b2305
ECK2300 hisP hisP b2306
ECK2301 hisM hisM b2307
ECK2302 hisQ hisQ b2308
ECK2303 hisJ hisJ b2309
ECK2304 argT argT b2310
ECK2305 ubiX ubiX dedF
ECK2306 purF purF adeub
ECK2307 cvpA cvpA dedE
ECK2308 dedD dedD b2314
ECK2309 folC folC dedC
ECK2310 accD accD dedB
ECK2311 dedA dedA dsg-q
ECK2312 truA truA asuC
ECK2313 usg usg b2319
ECK2314 pdxB pdxB b2320
ECK2315 flk flk div
ECK2316 yfcJ yfcJ b2322
ECK2317 fabB fabB fabC
ECK2318 trmC trmC mnmC
ECK2319 yfcL yfcL b2325
ECK2320 yfcM yfcM b2326
ECK2321 yfcA yfcA b2327
ECK2322 mepA mepA b2328
ECK2323 aroC aroC b2329
ECK2324 prmB prmB yfcB
ECK2325 yfcN yfcN b2331
ECK2326 yfcO yfcO b2332
ECK2327 yfcP yfcP b2333
ECK2328 yfcQ yfcQ b2334
ECK2329 yfcR yfcR b2335
ECK2330 yfcS yfcS b2336
ECK2331 yfcT yfcT b2337
ECK2332 yfcU yfcU b2338
ECK2333 yfcV yfcV b2339
ECK2334 sixA sixA yfcY
ECK2335 yfcX yfcX fadJ
ECK2336 yfcY yfcY fadI
ECK2337 yfcZ yfcZ b2343
ECK2338 fadL fadL ttr
ECK2339 yfdF yfdF b2345
ECK2340 vacJ vacJ b2346
ECK2341 yfdC yfdC b2347
ECK2342 argW argW b2348
ECK2343 intS intS yfdB
ECK2344 yfdG yfdG b2350
ECK2345 yfdH yfdH b2351
ECK2346 yfdI yfdI b2352
ECK2347 tfaS tfaS yfdJ
ECK2348 yfdK yfdK b2354
ECK2349 yfdL yfdL b2355
ECK2350 yfdM yfdM yzyB
ECK2351 yfdN yfdN yzyA
ECK2352 yfdO yfdO b2358
ECK2353 yfdP yfdP b2359
ECK2354 yfdQ yfdQ b2360
ECK2355 yfdR yfdR b2361
ECK2356 yfdS yfdS b2362
ECK2357 yfdT yfdT b2363
ECK2358 ypdJ ypdJ b4545
ECK2359 torI torI b4501
ECK2360 dsdC dsdC b2364
ECK2361 dsdX dsdX dsdC
ECK2362 dsdA dsdA b2366
ECK2363 emrY emrY b2367
ECK2364 emrK emrK b2368
ECK2365 evgA evgA b2369
ECK2366 evgS evgS b2370
ECK2367 yfdE yfdE b2371
ECK2368 yfdV yfdV b2372
ECK2369 oxc oxc yfdU
ECK2370 frc frc yfdW
ECK2371 yfdX yfdX b2375
