2 3 4 5
ECK2372 ypdI ypdI b2376
ECK2373 yfdY yfdY b2377
ECK2374 ddg ddg lpxP
ECK2375 yfdZ yfdZ b2379
ECK2376 ypdA ypdA b2380
ECK2377 ypdB ypdB b2381
ECK2378 ypdC ypdC b2382
ECK2379 ypdD ypdD b2383
ECK2380 ypdE ypdE b2384
ECK2381 ypdF ypdF b2385
ECK2382 ypdG ypdG b2386
ECK2383 ypdH ypdH b2387
ECK2384 glk glk b2388
ECK2385 yfeO yfeO b2389
ECK2386 ypeC ypeC b2390
ECK2387 mntH mntH mntA
ECK2388 nupC nupC cru
ECK2389 yfeA yfeA b2395
ECK2390 alaX alaX ala-beta
ECK2391 alaW alaW alaW-alpha
ECK2392 yfeC yfeC b2398
ECK2393 yfeD yfeD b2399
ECK2394 gltX gltX gltM
ECK2395 valU valU valU-alpha
ECK2396 valX valX valU-beta
ECK2397 valY valY valU-gamma
ECK2398 lysV lysV supN
ECK2399 xapR xapR pndR
ECK2400 xapB xapB b2406
ECK2401 xapA xapA pndA
ECK2402 yfeN yfeN b2408
ECK2403 yfeR yfeR b2409
ECK2404 yfeH yfeH b2410
ECK2405 ypeB ypeB b4546
ECK2406 ligA ligA dnaL
ECK2407 zipA zipA f328
ECK2408 cysZ cysZ b2413
ECK2409 cysK cysK cysZ
ECK2410 ptsH ptsH Hpr
ECK2411 ptsI ptsI ctr
ECK2412 crr crr gsr
ECK2413 pdxK pdxK pdxL
ECK2414 yfeK yfeK b2419
ECK2415 yfeS yfeS b2420
ECK2416 cysM cysM b2421
ECK2417 cysA cysA b2422
ECK2418 cysW cysW b2423
ECK2419 cysU cysU cysT
ECK2420 cysP cysP b2425
ECK2421 ucpA ucpA yfcF
ECK2422 yfeT yfeT b2427
ECK2423 yfeU yfeU b2428
ECK2424 murP murP yfeV
ECK2425 yfeW yfeW b2430
ECK2426 yfeX yfeX b2431
ECK2427 yfeY yfeY b2432
ECK2428 yfeZ yfeZ b2433
ECK2429 ypeA ypeA b2434
ECK2430 amiA amiA yfeE
ECK2431 hemF hemF popB
ECK2432 yfeG yfeG eutR
ECK2433 yffI yffI eutK
ECK2434 eutL eutL yffJ
ECK2435 eutC eutC b2440
ECK2436 eutB eutB b2441
ECK2437 intZ intZ b2442
ECK2438 yffL yffL b2443
ECK2439 yffM yffM b2444
ECK2440 yffN yffN b2445
ECK2441 yffO yffO b2446
ECK2442 yffP yffP b2447
ECK2443 yffQ yffQ b2448
ECK2444 yffR yffR b2449
ECK2445 yffS yffS b2450
ECK2446 eutA eutA yffT
ECK2447 eutH eutH yffU
ECK2448 eutG eutG yffV
ECK2449 eutJ eutJ yffW
ECK2450 eutE eutE yffX
ECK2451 cchB cchB eutN
ECK2452 cchA cchA yffZ
ECK2453 eutI eutI ypfA
ECK2454 eutT eutT ypfB
ECK2455 eutQ eutQ ypfC
ECK2456 eutP eutP ypfD
ECK2457 ypfE ypfE eutS
ECK2458 maeB maeB ypfF
ECK2459 talA talA b2464
ECK2460 tktB tktB b2465
ECK2461 ypfG ypfG b2466
ECK2462 yffH yffH b2467
ECK2463 aegA aegA yffG
ECK2464 narQ narQ b2469
ECK2465 acrD acrD yffA
ECK2466 yffB yffB b2471
ECK2467 dapE dapE dapB
ECK2468 ypfN ypfN b4547
ECK2469 ypfH ypfH b2473
ECK2470 ypfI ypfI b2474
ECK2471 ypfJ ypfJ b2475
ECK2472 purC purC adeg
ECK2473 nlpB nlpB dapX
ECK2474 dapA dapA b2478
ECK2475 gcvR gcvR yffD
ECK2476 bcp bcp b2480
ECK2477 hyfA hyfA yffE
ECK2478 hyfB hyfB yffF
ECK2479 hyfC hyfC b2483
ECK2480 hyfD hyfD b2484
ECK2481 hyfE hyfE b2485
ECK2482 hyfF hyfF b2486
ECK2483 hyfG hyfG b2487
ECK2484 hyfH hyfH b2488
ECK2485 hyfI hyfI b2489
ECK2486 hyfJ hyfJ b2490
ECK2487 hyfR hyfR b2491
ECK2488 focB focB b2492
ECK2489 yfgO yfgO perM
ECK2490 yfgC yfgC b2494
ECK2491 yfgD yfgD b2495
ECK2492 hda hda idaB
ECK2493 uraA uraA b2497
ECK2494 upp upp uraP
ECK2495 purM purM purG
ECK2496 purN purN adec
ECK2497 ppk ppk b2501
ECK2498 ppx ppx b2502
ECK2499 yfgF yfgF b2503
ECK2500 yfgG yfgG b2504
ECK2501 yfgH yfgH b2505
ECK2502 yfgI yfgI b2506
ECK2503 guaA guaA b2507
ECK2504 guaB guaB guaR
ECK2505 xseA xseA xse
ECK2506 yfgJ yfgJ b2510
ECK2507 der der engA
ECK2508 yfgL yfgL b2512
ECK2509 yfgM yfgM b2513
ECK2510 hisS hisS b2514
ECK2511 ispG ispG gcpE
ECK2512 yfgA yfgA b2516
ECK2513 yfgB yfgB b2517
ECK2514 ndk ndk b2518
ECK2515 pbpC pbpC yfgN
ECK2516 yfhM yfhM b2520
ECK2517 sseA sseA b2521
ECK2518 ryfA ryfA tp1
ECK2519 sseB sseB b2522
ECK2520 pepB pepB yfhI
ECK2521 yfhJ yfhJ b2524
ECK2522 fdx fdx b2525
ECK2523 hscA hscA hsc
ECK2524 hscB hscB yfhE
ECK2525 iscA iscA yfhF
ECK2526 iscU iscU nifU
ECK2527 iscS iscS csdB
ECK2528 iscR iscR yfhP
ECK2529 yfhQ yfhQ b2532
ECK2530 suhB suhB ssyA
ECK2531 yfhR yfhR b2534
ECK2532 csiE csiE csi-16
ECK2533 hcaT hcaT yfhS
ECK2534 hcaR hcaR yfhT
ECK2535 hcaE hcaE hcaA1
ECK2536 hcaF hcaF hcaA2
ECK2537 hcaC hcaC hcaA3
ECK2538 hcaB hcaB dig
ECK2539 hcaD hcaD hcaA4
ECK2540 yphA yphA b2543
ECK2541 yphB yphB b2544
ECK2542 yphC yphC b2545
ECK2543 yphD yphD b2546
ECK2544 yphE yphE b2547
ECK2545 yphF yphF b2548
ECK2546 yphG yphG b2549
ECK2547 yphH yphH b2550
ECK2548 glyA glyA b2551
ECK2549 hmp hmp fsrB
ECK2550 glnB glnB b2553
ECK2551 yfhA yfhA b2554
ECK2552 yfhG yfhG b2555
ECK2553 yfhK yfhK yfhZ
ECK2554 sroF tke1 b4441
ECK2555 purL purL purI
ECK2556 yfhD yfhD b2558
ECK2557 tadA tadA yfhC
ECK2558 yfhB yfhB b2560
ECK2559 yfhH yfhH b2561
ECK2560 yfhL yfhL b2562
ECK2561 acpS acpS dpj
ECK2562 pdxJ pdxJ b2564
ECK2563 recO recO b2565
ECK2564 era era rbaA
ECK2565 rnc rnc ranA
ECK2566 lepB lepB lep
ECK2567 lepA lepA b2569
ECK2568 rseC rseC b2570
ECK2569 rseB rseB b2571
ECK2570 rseA rseA mclA
ECK2571 rpoE rpoE sigE
ECK2572 nadB nadB nic
ECK2573 yfiC yfiC b2575
ECK2574 srmB srmB rbaB
ECK2575 yfiE yfiE b2577
ECK2576 yfiK yfiK eamB
ECK2577 yfiD yfiD b2579
ECK2578 ung ung b2580
ECK2579 yfiF yfiF b2581
ECK2580 trxC trxC yfiG
ECK2581 yfiP yfiP b2583
ECK2582 yfiQ yfiQ b2584
ECK2583 pssA pssA pss
ECK2584 yfiM yfiM b2586
ECK2585 kgtP kgtP witA
ECK2586 rrfG rrfG b2588
ECK2587 rrlG rrlG b2589
ECK2588 gltW gltW b2590
ECK2589 rrsG rrsG b2591
ECK2590 clpB clpB htpM
ECK2591 yfiH yfiH b2593
ECK2592 rluD rluD sfhB
ECK2593 yfiO yfiO ecfD
ECK2594 yfiA yfiA raiA
ECK2595 pheL pheL pheAE
ECK2596 pheA pheA b2599
ECK2597 tyrA tyrA b2600
ECK2598 aroF aroF b2601
ECK2599 yfiL yfiL b2602
ECK2600 yfiR yfiR b2603
ECK2601 yfiN yfiN b2604
ECK2602 yfiB yfiB b2605
ECK2603 rplS rplS b2606
ECK2604 trmD trmD b2607
ECK2605 rimM rimM yfjA
ECK2606 rpsP rpsP b2609
ECK2607 ffh ffh b2610
ECK2608 ypjD ypjD b2611
ECK2609 yfjD yfjD ypjE
ECK2610 grpE grpE b2614
ECK2611 yfjB yfjB nadK
ECK2612 recN recN radB
ECK2613 smpA smpA smqA
ECK2614 yfjF yfjF b2618
ECK2615 yfjG yfjG b2619
ECK2616 smpB smpB smqB
ECK2617 ssrA ssrA sipB
ECK2618 intA intA slpA
ECK2619 yfjH yfjH b2623
ECK2620 alpA alpA alp
ECK2621 yfjI yfjI b2625
ECK2622 yfjJ yfjJ b2626
ECK2623 yfjK yfjK b2627
ECK2624 yfjL yfjL b2628
ECK2625 yfjM yfjM b2629
ECK2626 yfjN yfjN std
ECK2627 yfjO yfjO b2631
ECK2628 yfjP yfjP b2632
ECK2629 yfjQ yfjQ b2633
ECK2630 yfjR yfjR b2634
ECK2631 ypjK ypjK b2635
ECK2632 yfjS yfjS b2636
ECK2633 yfjT yfjT b2637
ECK2634 yfjU yfjU b2638
ECK2635 ypjL ypjL b2639
ECK2636 yfjV yfjV b2640
ECK2637 ypjM ypjM b2641
ECK2638 yfjW yfjW b2642
ECK2639 yfjX yfjX b2643
ECK2640 yfjY yfjY b2644
ECK2641 ypjJ ypjJ b4548
ECK2642 yfjZ yfjZ b2645
ECK2643 ypjF ypjF b2646
ECK2644 ypjA ypjA b2647
ECK2645 pinH pinH ypjG
ECK2646 ypjB ypjB b2649
ECK2647 ypjC ypjC b2650
ECK2648 ileY ileY b2652
ECK2649 ygaQ ygaQ ygaR
ECK2650 ygaR ygaR b4462
ECK2651 yqaC yqaC b2657
ECK2652 yqaD yqaD b2658
ECK2653 ygaT ygaT csiD
ECK2654 ygaF ygaF b2660
ECK2655 gabD gabD b2661
ECK2656 gabT gabT b2662
ECK2657 gabP gabP b2663
ECK2658 csiR csiR gabC
ECK2659 ygaU ygaU up04
ECK2660 yqaE yqaE b2666
ECK2661 ygaV ygaV b2667
ECK2662 ygaP ygaP b2668
ECK2663 stpA stpA hnsB
ECK2664 ygaW ygaW b2670
ECK2665 ygaC ygaC b2671
ECK2666 ygaM ygaM b2672
ECK2667 nrdH nrdH ygaN
ECK2668 nrdI nrdI ygaO
ECK2669 nrdE nrdE b2675
ECK2670 nrdF nrdF ygaD
ECK2671 proV proV osrA
ECK2672 proW proW osrA
ECK2673 proX proX osrA
ECK2674 ygaX ygaX ygaY
ECK2675 ygaY ygaY b2681
ECK2676 ygaZ ygaZ b2682
ECK2677 ygaH ygaH b2683
ECK2678 mprA mprA emrA
ECK2679 emrA emrA b2685
ECK2680 emrB emrB b2686
ECK2681 luxS luxS ygaG
ECK2682 sraD sraD psrA10
ECK2683 gshA gshA gsh-I
ECK2684 yqaA yqaA b2689
ECK2685 yqaB yqaB b2690
ECK2686 argQ argQ argVdelta
ECK2687 argZ argZ argVgamma
ECK2688 argY argY argVbeta
ECK2689 argV argV argValpha
ECK2690 serV serV supD
ECK2691 csrA csrA zfiA
ECK2692 alaS alaS act
ECK2693 recX recX oraA
ECK2694 recA recA lexB
ECK2695 ygaD ygaD b2700
ECK2696 mltB mltB slt
ECK2697 srlA srlA gutA
ECK2698 srlE srlE gutE
ECK2699 srlB srlB gutB
ECK2700 srlD srlD gutD
ECK2701 gutM gutM gut
ECK2702 srlR srlR gutR
ECK2703 gutQ gutQ srlQ
ECK2704 norR norR ygaA
ECK2705 norV norV ygaK
ECK2706 norW norW ygbD
ECK2707 hypF hypF hydA
ECK2708 hydN hydN b2713
ECK2709 ascG ascG sac
ECK2710 ascF ascF sac
ECK2711 ascB ascB sac
ECK2712 hycI hycI b2717
ECK2713 hycH hycH hevH
ECK2714 hycG hycG hevG
ECK2715 hycF hycF hevF
ECK2716 hycE hycE hevE
ECK2717 hycD hycD hevD
ECK2718 hycC hycC hevC
ECK2719 hycB hycB hevB
ECK2720 hycA hycA hevA
ECK2721 hypA hypA b2726
ECK2722 hypB hypB hydA
ECK2723 hypC hypC b2728
ECK2724 hypD hypD hydF
ECK2725 hypE hypE hydB
ECK2726 fhlA fhlA fhl
ECK2727 ygbA ygbA b2732
ECK2728 mutS mutS fdv
ECK2729 pphB pphB prpB
ECK2730 ygbI ygbI b2735
ECK2731 ygbJ ygbJ b2736
ECK2732 ygbK ygbK b2737
ECK2733 ygbL ygbL b2738
ECK2734 ygbM ygbM b2739
ECK2735 ygbN ygbN b2740
ECK2736 rpoS rpoS abrD
ECK2737 nlpD nlpD b2742
ECK2738 pcm pcm b2743
ECK2739 surE surE ygbC
ECK2740 truD truD ygbO
ECK2741 ispF ispF ygbB
ECK2742 ispD ispD ygbP
ECK2743 ftsB ftsB ygbQ
ECK2744 ygbE ygbE b2749
ECK2745 cysC cysC b2750
ECK2746 cysN cysN b2751
ECK2747 cysD cysD b2752
ECK2748 iap iap b2753
ECK2749 ygbF ygbF b2754
ECK2750 ygbT ygbT b2755
ECK2751 ygcH ygcH b2756
ECK2752 ygcI ygcI b2757
ECK2753 ygcJ ygcJ b2758
ECK2754 ygcK ygcK b2759
ECK2755 ygcL ygcL ygcL
ECK2756 ygcB ygcB b2761
ECK2757 cysH cysH b2762
ECK2758 cysI cysI cysQ
ECK2759 cysJ cysJ cysP
ECK2760 ygcM ygcM ptpS
ECK2761 ygcN ygcN b2766
ECK2762 ygcO ygcO b2767
ECK2763 ygcP ygcP b2768
ECK2764 ygcQ ygcQ b2769
ECK2765 ygcR ygcR b2770
ECK2766 ygcS ygcS b2771
ECK2767 ygcU ygcU ygcT
ECK2768 ygcW ygcW b2774
ECK2769 yqcE yqcE yqcF
ECK2770 ygcE ygcE b2776
ECK2771 ygcF ygcF b2777
ECK2772 ygcG ygcG b2778
ECK2773 eno eno b2779
ECK2774 pyrG pyrG b2780
ECK2775 mazG mazG b2781
ECK2776 chpA chpA chpAK
ECK2777 chpR chpR chpAI
ECK2778 relA relA RC
ECK2779 rumA rumA ygcA
ECK2780 barA barA b2786
ECK2781 gudD gudD ygcX
ECK2782 gudX gudX ygcY
ECK2783 gudP gudP ygcZ
ECK2784 yqcA yqcA b2790
ECK2785 yqcB yqcB truC
ECK2786 yqcC yqcC b2792
ECK2787 csrB csrB b4408
ECK2788 syd syd ydr
ECK2789 yqcD yqcD b2794
ECK2790 ygdH ygdH b2795
ECK2791 sdaC sdaC dcrA
ECK2792 sdaB sdaB b2797
ECK2793 exo exo xni
ECK2794 fucO fucO b2799
ECK2795 fucA fucA fucC
ECK2796 fucP fucP b2801
ECK2797 fucI fucI b2802
ECK2798 fucK fucK b2803
ECK2799 fucU fucU b2804
ECK2800 fucR fucR b2805
ECK2801 ygdE ygdE b2806
ECK2802 ygdD ygdD b2807
ECK2803 gcvA gcvA b2808
ECK2804 gcvB gcvB IS145
ECK2805 ygdI ygdI b2809
ECK2806 csdA csdA ygdJ
ECK2807 ygdK ygdK b2811
ECK2808 ygdL ygdL b2812
ECK2809 mltA mltA waaN
ECK2810 metZ metZ metZalpha
ECK2811 metW metW metZ-beta
ECK2812 metV metV metX
ECK2813 amiC amiC ygdN
ECK2814 argA argA Arg1
ECK2815 recD recD hopE
ECK2816 recB recB rorA
ECK2817 ptr ptr ptrA
ECK2818 recC recC b2822
ECK2819 ppdC ppdC ygdA
ECK2820 ygdB ygdB b2824
ECK2821 ppdB ppdB ygdC
ECK2822 ppdA ppdA b2826
ECK2823 thyA thyA b2827
ECK2824 lgt lgt umpA
ECK2825 ptsP ptsP ygdF
ECK2826 nudH nudH ydgP
ECK2827 mutH mutH mutR
ECK2828 ygdQ ygdQ b2832
ECK2829 ygdR ygdR b2833
ECK2830 tas tas ygdS
ECK2831 ygeD ygeD b2835
ECK2832 aas aas b2836
ECK2833 rygA rygA sraE
ECK2834 rygB rygB t59
ECK2835 galR galR Rgal
ECK2836 lysA lysA b2838
ECK2837 lysR lysR b2839
ECK2838 ygeA ygeA b2840
ECK2839 araE araE b2841
ECK2840 kduD kduD ygeC
ECK2841 kduI kduI yqeE
ECK2842 yqeF yqeF b2844
ECK2843 yqeG yqeG b2845
ECK2844 yqeH yqeH b2846
ECK2845 yqeI yqeI b2847
ECK2846 yqeJ yqeJ b2848
ECK2847 yqeK yqeK b2849
ECK2848 ygeF ygeF b2850
ECK2849 ygeG ygeG b2851
ECK2850 ygeH ygeH b2852
ECK2851 ygeI ygeI b2853
ECK2852 pbl pbl ygeJ
ECK2853 ygeK ygeK b2855
ECK2854 ygeL ygeL b2856
ECK2855 ygeM ygeM b2857
ECK2856 ygeN ygeN b2858
ECK2857 ygeO ygeO b2859
ECK2858 ygeP ygeP b2862
ECK2859 ygeQ ygeQ b2863
ECK2860 glyU glyU suA36
ECK2861 ygeR ygeR b2865
ECK2862 xdhA xdhA ygeS
ECK2863 xdhB xdhB ygeT
ECK2864 xdhC xdhC ygeU
ECK2865 ygeV ygeV b2869
ECK2866 ygeW ygeW b2870
ECK2867 ygeX ygeX b2871
ECK2868 ygeY ygeY b2872
ECK2869 hyuA hyuA ygeZ
ECK2870 yqeA yqeA b2874
ECK2871 yqeB yqeB b2875
ECK2872 yqeC yqeC b2876
ECK2873 ygfJ ygfJ b2877
ECK2874 ygfK ygfK b2878
ECK2875 ssnA ssnA ygfL
ECK2876 ygfM ygfM b2880
ECK2877 xdhD xdhD ygfN
ECK2878 ygfO ygfO b2882
ECK2879 guaD guaD ygfP
ECK2880 ygfQ ygfQ ygfR
ECK2881 ygfS ygfS b2886
ECK2882 ygfT ygfT b2887
ECK2883 ygfU ygfU b2888
ECK2884 idi idi ygfV
ECK2885 lysS lysS asuD
ECK2886 prfB prfB supK
ECK2887 recJ recJ b2892
ECK2888 dsbC dsbC xprA
ECK2889 xerD xerD xprB
ECK2890 fldB fldB b2895
ECK2891 ygfX ygfX b2896
ECK2892 ygfY ygfY b2897
ECK2893 ygfZ ygfZ up14
ECK2894 yqfA yqfA b2899
ECK2895 yqfB yqfB b2900
ECK2896 bglA bglA bglD
ECK2897 ygfF ygfF yqfD
ECK2898 gcvP gcvP b2903
ECK2899 gcvH gcvH gcv
ECK2900 gcvT gcvT b2905
ECK2901 visC visC b2906
ECK2902 ubiH ubiH visB
ECK2903 pepP pepP b2908
ECK2904 ygfB ygfB b2909
ECK2905 zapA zapA ygfE
ECK2906 ssrS ssrS ssr
ECK2907 ygfA ygfA b2912
ECK2908 rygC rygC t27
ECK2909 serA serA b2913
ECK2910 rpiA rpiA ygfC
ECK2911 yqfE yqfE b2915
ECK2912 argP argP iciA
ECK2913 yliK yliK sbm
ECK2914 argK argK ygfD
ECK2915 ygfG ygfG b2919
ECK2916 ygfH ygfH b2920
ECK2917 ygfI ygfI b2921
ECK2918 yggE yggE b2922
ECK2919 argO argO yggA
ECK2920 mscS mscS yggB
ECK2921 fbaA fbaA ald
ECK2922 pgk pgk b2926
ECK2923 epd epd gapB
ECK2924 yggC yggC b2928
ECK2925 yggD yggD b2929
ECK2926 yggF yggF yggK
ECK2927 yggP yggP b4465
ECK2928 cmtA cmtA b2933
ECK2929 cmtB cmtB cmt
ECK2930 tktA tktA tkt
ECK2931 yggG yggG b2936
ECK2932 speB speB b2937
ECK2933 speA speA b2938
ECK2934 yqgB yqgB b2939
ECK2935 yqgC yqgC b2940
ECK2936 yqgD yqgD b2941
ECK2937 metK metK metX
ECK2938 galP galP Pgal
ECK2939 sprT sprT yggI
ECK2940 endA endA b2945
ECK2941 yggJ yggJ b2946
ECK2942 gshB gshB gsh-II
ECK2943 yqgE yqgE b2948
ECK2944 yqgF yqgF b2949
ECK2945 yggR yggR b2950
ECK2946 yggS yggS b2951
ECK2947 yggT yggT b2952
ECK2948 yggU yggU b2953
ECK2949 yggV yggV rdgB
ECK2950 yggW yggW b2955
ECK2951 yggM yggM b2956
ECK2952 ansB ansB b2957
ECK2953 yggN yggN ecfF
ECK2954 yggL yggL b2959
ECK2955 yggH yggH b2960
ECK2956 mutY mutY micA
ECK2957 yggX yggX b2962
ECK2958 mltC mltC yggZ
ECK2959 nupG nupG b2964
ECK2960 speC speC b2965
ECK2961 yqgA yqgA b2966
ECK2962 pheV pheV pheC
ECK2963 yghD yghD ecfC
ECK2964 yghE yghE ecfB
ECK2965 yghF yghF ecfA
ECK2966 yghG yghG b2971
ECK2967 pppA pppA yghH
ECK2968 yghJ yghJ acfD
ECK2969 yghK yghK glcA
ECK2970 glcB glcB glc
ECK2971 glcG glcG yghC
ECK2972 glcF glcF b2978
ECK2973 glcE glcE b2978
ECK2974 glcD glcD gox
ECK2975 glcC glcC yghN
ECK2976 yghO yghO b2981
ECK2977 yghQ yghQ b2983
ECK2978 yghR yghR b2984
ECK2979 yghS yghS b2985
ECK2980 yghT yghT b2986
ECK2981 pitB pitB b2987
ECK2982 gss gss gsp
ECK2983 yghU yghU b2989
ECK2984 hybG hybG b2990
ECK2985 hybF hybF b2991
ECK2986 hybE hybE b2992
ECK2987 hybD hybD b2993
ECK2988 hybC hybC b2994
ECK2989 hybB hybB b2995
ECK2990 hybA hybA hydC
ECK2991 hybO hybO yghV
ECK2992 yghW yghW b2998
ECK2993 yghX yghX b2999
ECK2994 yghY yghY b3000
ECK2995 yghZ yghZ mgrA
ECK2996 yqhA yqhA b3002
ECK2997 yghA yghA b3003
ECK2998 exbD exbD b3005
ECK2999 exbB exbB b3006
ECK3000 metC metC ecfA
ECK3001 yghB yghB b3009
ECK3002 yqhC yqhC b3010
ECK3003 yqhD yqhD b3011
ECK3004 dkgA dkgA yqhE
ECK3005 yqhG yqhG yqhF
ECK3006 yqhH yqhH b3014
ECK3007 ygiQ ygiQ ygiR
ECK3008 sufI sufI sui
ECK3009 plsC plsC parF
ECK3010 parC parC b3019
ECK3011 ygiS ygiS b3020
ECK3012 ygiT ygiT b3021
ECK3013 ygiU ygiU b3022
ECK3014 ygiV ygiV b3023
ECK3015 ygiW ygiW b3024
ECK3016 qseB qseB ygiX
ECK3017 qseC qseC ygiY
ECK3018 ygiZ ygiZ b3027
ECK3019 mdaB mdaB mda66
ECK3020 ygiN ygiN b3029
ECK3021 parE parE nfxD
ECK3022 yqiA yqiA yzzI
ECK3023 cpdA cpdA icc
ECK3024 yqiB yqiB yzzH
ECK3025 nudF nudF aspP
ECK3026 tolC tolC colE1-i
ECK3027 ygiA ygiA b3036
ECK3028 ygiB ygiB b3037
ECK3029 ygiC ygiC b3038
ECK3030 zupT zupT ygiE
ECK3031 ygiE ygiE ygiD
ECK3032 ribB ribB htrP
ECK3033 yqiC yqiC b3042
ECK3034 ygiL ygiL b3043
ECK3035 yqiG yqiG b3046
ECK3036 yqiH yqiH b3047
ECK3037 yqiI yqiI b3048
ECK3038 glgS glgS b3049
ECK3039 yqiJ yqiJ b3050
ECK3040 yqiK yqiK b3051
ECK3041 rygD rygD tp8
ECK3042 rfaE rfaE hldE
ECK3043 glnE glnE b3053
ECK3044 ygiF ygiF b3054
ECK3045 htrG htrG ygiM
ECK3046 cca cca b3056
ECK3047 bacA bacA uppP
ECK3048 folB folB ygiG
ECK3049 ygiH ygiH b3059
ECK3050 ygiP ygiP b3060
ECK3051 ttdA ttdA ygjA
ECK3052 ttdB ttdB ygjB
ECK3053 ygjE ygjE ttdT
ECK3054 ygjD ygjD gcp
ECK3055 rpsU rpsU b3065
ECK3056 dnaG dnaG dnaP
ECK3057 rpoD rpoD alt
ECK3058 ygjF ygjF mug
ECK3059 ileX ileX b3069
ECK3060 yqjH yqjH b3070
ECK3061 yqjI yqjI b3071
ECK3062 aer aer air
ECK3063 ygjG ygjG oat
ECK3064 ygjH ygjH b3074
ECK3065 ebgR ebgR b3075
ECK3066 ebgA ebgA b3076
ECK3067 ebgC ebgC b3077
ECK3068 ygjI ygjI b3078
ECK3069 ygjJ ygjJ b3079
ECK3070 ygjK ygjK b3080
ECK3071 fadH fadH ygjL
ECK3072 ygjM ygjM b3082
ECK3073 ygjN ygjN b3083
ECK3074 ygjO ygjO rsmD
ECK3075 ygjP ygjP b3085
ECK3076 ygjQ ygjQ b3086
ECK3077 ygjR ygjR b3087
ECK3078 sraF sraF IS160
ECK3079 alx alx ygjT
ECK3080 sstT sstT ygjU
ECK3081 ygjV ygjV b3090
ECK3082 uxaA uxaA ygjW
ECK3083 uxaC uxaC homH
ECK3084 exuT exuT b3093
ECK3085 exuR exuR b3094
ECK3086 yqjA yqjA ecfL
ECK3087 yqjB yqjB ecfM
ECK3088 yqjC yqjC b3097
ECK3089 yqjD yqjD b3098
ECK3090 yqjE yqjE b3099
ECK3091 yqjK yqjK b3100
ECK3092 yqjF yqjF b3101
ECK3093 yqjG yqjG b3102
ECK3094 yhaH yhaH b3103
ECK3095 yhaI yhaI b3104
ECK3096 yhaJ yhaJ b3105
ECK3097 yhaK yhaK b3106
ECK3098 yhaL yhaL b3107
ECK3099 yhaM yhaM yhaN
ECK3100 yhaO yhaO b3110
ECK3101 tdcG tdcG yhaP
ECK3102 tdcF tdcF yhaR
ECK3103 tdcE tdcE yhaS
ECK3104 tdcD tdcD yhaA
ECK3105 tdcC tdcC b3116
ECK3106 tdcB tdcB tdc
ECK3107 tdcA tdcA b3118
ECK3108 tdcR tdcR b3119
ECK3109 yhaB yhaB b3120
ECK3110 yhaC yhaC b3121
ECK3111 rnpB rnpB b3123
ECK3112 garK garK yhaD
ECK3113 garR garR yhaE
ECK3114 garL garL yhaF
ECK3115 garP garP yhaU
ECK3116 garD garD yhaG
ECK3117 sohA sohA prlF
ECK3118 yhaV yhaV b3130
ECK3119 agaR agaR yhaW
ECK3120 kbaZ kbaZ agaZ
ECK3121 agaV agaV yhaY
ECK3122 agaW agaW yhaZ
ECK3123 agaA agaA yraA
ECK3124 agaS agaS yraB
ECK3125 kbaY kbaY kba
ECK3126 agaB agaB yraD
ECK3127 agaC agaC yraE
ECK3128 agaD agaD yraF
ECK3129 agaI agaI yraG
ECK3130 yraH yraH b3142
ECK3131 yraI yraI b3143
ECK3132 yraJ yraJ b3144
ECK3133 yraK yraK b3145
ECK3134 yraL yraL b3146
ECK3135 yraM yraM b3147
ECK3136 yraN yraN b3148
ECK3137 yraO yraO diaA
ECK3138 yraP yraP ecfH
ECK3139 yraQ yraQ b3151
ECK3140 yraR yraR b3152
ECK3141 yhbO yhbO b3153
ECK3142 yhbP yhbP b3154
ECK3143 yhbQ yhbQ b3155
ECK3144 yhbS yhbS b3156
ECK3145 yhbT yhbT b3157
ECK3146 yhbU yhbU b3158
ECK3147 yhbV yhbV b3159
ECK3148 yhbW yhbW b3160
ECK3149 mtr mtr b3161
ECK3150 deaD deaD mssB
ECK3151 nlpI nlpI yhbM
ECK3152 pnp pnp bfl
ECK3153 sraG sraG p3
ECK3154 rpsO rpsO secC
ECK3155 truB truB yhbA
ECK3156 rbfA rbfA yhbB
ECK3157 infB infB ssyG
ECK3158 nusA nusA b3169
ECK3159 yhbC yhbC b3170
ECK3160 metY metY b3171
ECK3161 argG argG Arg6
ECK3162 yhbX yhbX b3173
ECK3163 leuU leuU b3174
ECK3164 secG secG prlH
ECK3165 glmM glmM mrsA
ECK3166 folP folP dhpS
ECK3167 ftsH ftsH hflB
ECK3168 rrmJ rrmJ ftsJ
ECK3169 yhbY yhbY b3180
ECK3170 greA greA b3181
ECK3171 dacB dacB pbp
ECK3172 obgE obgE cgtA
ECK3173 yhbE yhbE b3184
ECK3174 rpmA rpmA rpz
ECK3175 rplU rplU b3186
ECK3176 ispB ispB cel
ECK3177 sfsB sfsB nlp
ECK3178 murA murA mrbA
ECK3179 yrbA yrbA b3190
ECK3180 yrbB yrbB b3191
ECK3181 yrbC yrbC b3192
ECK3182 yrbD yrbD b3193
ECK3183 yrbE yrbE b3194
ECK3184 yrbF yrbF b3195
ECK3185 yrbG yrbG b3196
ECK3186 kdsD kdsD yrbH
ECK3187 kdsC kdsC yrbI
ECK3188 yrbK yrbK b3199
ECK3189 yhbN yhbN b3200
ECK3190 yhbG yhbG b3201
